"brand_name","model_name","condition_name","grade_name","gb_spec_name","colour_name","network_name"
"Apple","iPhone 4 16GB A1332","Working","Not Graded","16GB","Black","NOS-Portugal"
"Apple","iPhone 4 16GB A1332","Working","Not Graded","16GB","Black","NOS-Portugal"
"Apple","iPhone 4 16GB A1332","Working","Not Graded","16GB","Black","NOS-Portugal"
"Apple","iPhone 4 16GB A1332","Non-working","Unknown","4GB","Black","NOS-Portugal"
"Apple","iPhone 4 16GB A1332","Non-working","Unknown","4GB","Black","NOS-Portugal"
"Apple","iPhone 4 16GB A1332","Non-working","Unknown","16GB","Black","NOS-Portugal"
"Apple","iPhone 4 16GB A1332","Non-working","Unknown","16GB","Black","NOS-Portugal"
"Apple","iPhone 4 16GB A1332","Working","Not Graded","16GB","Black","O2"
"Apple","iPhone 4 16GB A1332","Non-working - Need Repair - Software","Unknown","16GB","Black","NOS-Portugal"
"Apple","iPhone 4 16GB A1332","Working","Grade C - Acceptable Condition","16GB","Black","O2"
"Apple","iPhone 4 16GB A1332","Working","Not Graded","16GB","Black","NOS-Portugal"
"Apple","iPhone 4 16GB A1332","Use For Parts","Grade C - Acceptable Condition","16GB","Black","Damaged"
"Apple","iPhone 4 16GB A1332","Non-working - Need Repair - Software","Unknown","16GB","Black","Not Applicable"
"Apple","iPhone 4 16GB A1332","Non-working","Unknown","16GB","Black","NOS-Portugal"
"Apple","iPhone 4 16GB A1332","Power On Tested-Good LCD","Grade C - Acceptable Condition","16GB","Black","NOS-Portugal"
"Apple","iPhone 4 16GB A1332","Non-working","Unknown","16GB","Black","EE Network"
"Apple","iPhone 4 16GB A1332","Account Locked Disposal","Grade B - Good Condition","16GB","Black","NOS-Portugal"
"Apple","iPhone 4 16GB A1332","Working","Grade B - Good Condition","16GB","White","Unlocked"
"Apple","iPhone 4 16GB A1332","Working","Grade A - Very Good Condition","16GB","Black","Unlocked"
"Apple","iPhone 4 16GB A1332","Working","Grade C - Acceptable Condition","16GB","Black","Unlocked"
"Apple","iPhone 4 16GB A1332","Working","Grade C - Acceptable Condition","16GB","Black","EE Network"
"Apple","iPhone 4 16GB A1332","Working","Grade D","16GB","Black","EE Network"
"Apple","iPhone 4 16GB A1332","Working","Grade C - Acceptable Condition","16GB","Black","Vodafone"
"Apple","iPhone 4 16GB A1332","Working – Minor Screen Burn","Grade C - Acceptable Condition","16GB","Black","Unlocked"
"Apple","iPhone 4 16GB A1332","Working","Grade B - Good Condition","16GB","Black","Unlocked"
"Apple","iPhone 4 16GB A1332","Working – Minor Screen Burn","Grade B - Good Condition","16GB","Black","Unlocked"
"Apple","iPhone 4 16GB A1332","Working","Grade B - Good Condition","16GB","Black","Unlocked"
"Apple","iPhone 4 16GB A1332","Working","Grade C - Acceptable Condition","16GB","Black","EE Network"
"Apple","iPhone 4 16GB A1332","Working","Grade C - Acceptable Condition","16GB","Black","EE Network"
"Apple","iPhone 4 32GB A1332","BER","Grade A - Very Good Condition","32GB","Black","Unlocked"
"Apple","iPhone 4 32GB A1332","Working","Grade C - Acceptable Condition","32GB","Black","O2"
"Apple","iPhone 4 32GB A1332","Non-working - Need Repair - HardWare","Unknown","32GB","White","Unlocked"
"Apple","iPhone 4 32GB A1332","Working","Grade C - Acceptable Condition","32GB","Black","Vodafone"
"Apple","iPhone 4 8GB A1332","Working","Grade C - Acceptable Condition","8GB","Black","Orange"
"Apple","iPhone 4 8GB A1332","Working","Grade C - Acceptable Condition","8GB","Black","Orange"
"Apple","iPhone 4 8GB A1332","Working","Grade D","8GB","Black","Orange"
"Apple","iPhone 4 8GB A1332","Working","Grade D","8GB","Black","Orange"
"Apple","iPhone 4 8GB A1332","Working","Grade C - Acceptable Condition","8GB","Black","Orange"
"Apple","iPhone 4 8GB A1332","iOS 7 Locked","Grade C - Acceptable Condition","8GB","Black","Orange"
"Apple","iPhone 4 8GB A1332","iOS 7 Locked","Grade D","8GB","Black","Orange"
"Apple","iPhone 4 8GB A1332","iOS 7 Locked","Grade C - Acceptable Condition","8GB","Black","Orange"
"Apple","iPhone 4 8GB A1332","Working","Grade C - Acceptable Condition","8GB","Black","EE Network"
"Apple","iPhone 4 8GB A1332","Working","Grade C - Acceptable Condition","8GB","Black","EE Network"
"Apple","iPhone 4 8GB A1332","iOS 7 Locked","Grade C - Acceptable Condition","8GB","Black","Orange"
"Apple","iPhone 4 8GB A1332","Working","Grade C - Acceptable Condition","8GB","Black","EE Network"
"Apple","iPhone 4 8GB A1332","Working","Grade C - Acceptable Condition","8GB","Black","EE Network"
"Apple","iPhone 4 8GB A1332","Working","Grade C - Acceptable Condition","8GB","Black","EE Network"
"Apple","iPhone 4 8GB A1332","Working","Grade B - Good Condition","8GB","White","Unlocked"
"Apple","iPhone 4 8GB A1332","Working","Grade C - Acceptable Condition","8GB","Black","EE Network"
"Apple","iPhone 4 8GB A1332","Working","Grade C - Acceptable Condition","8GB","White","EE Network"
"Apple","iPhone 4 8GB A1332","Working","Grade C - Acceptable Condition","8GB","Black","EE Network"
"Apple","iPhone 4 8GB A1332","Working","Grade C - Acceptable Condition","8GB","Black","EE Network"
"Apple","iPhone 4 8GB A1332","Working","Grade C - Acceptable Condition","8GB","Black","EE Network"
"Apple","iPhone 4 8GB A1332","Working","Grade B - Good Condition","8GB","Black","EE Network"
"Apple","iPhone 4 8GB A1332","Non-working - DeBrand","Grade B B2B","8GB","Black","EE Network"
"Apple","iPhone 4 8GB A1332","Working","Grade C - Acceptable Condition","8GB","Black","EE Network"
"Apple","iPhone 4 8GB A1332","Working","Grade C - Acceptable Condition","8GB","Black","EE Network"
"Apple","iPhone 4 8GB A1332","Working","Grade C - Acceptable Condition","8GB","Black","EE Network"
"Apple","iPhone 4 8GB A1332","Account Locked Disposal","Grade C - Acceptable Condition","8GB","Black","EE Network"
"Apple","iPhone 4 8GB A1332","iOS 7 Locked","Grade C - Acceptable Condition","8GB","Black","EE Network"
"Apple","iPhone 4 8GB A1332","iOS 7 Locked","Grade C - Acceptable Condition","8GB","Black","EE Network"
"Apple","iPhone 4 8GB A1332","Working","Grade C - Acceptable Condition","8GB","Black","EE Network"
"Apple","iPhone 4 8GB A1332","Working","Grade C - Acceptable Condition","8GB","Black","EE Network"
"Apple","iPhone 4 8GB A1332","Working","Grade C - Acceptable Condition","8GB","Black","EE Network"
"Apple","iPhone 4 8GB A1332","Working","Grade B - Good Condition","8GB","White","Unlocked"
"Apple","iPhone 4 8GB A1332","Power On Tested-Broken LCD","Not Graded","8GB","White","Damaged"
"Apple","iPhone 4 8GB A1332","Power On Tested-Broken LCD","Grade D","8GB","Black","Damaged"
"Apple","iPhone 4 8GB A1332","Power On Tested-Broken LCD","Grade D","8GB","Black","Damaged"
"Apple","iPhone 4 8GB A1332","Power On Tested-Broken LCD","Grade D","8GB","White","Damaged"
"Apple","iPhone 4 8GB A1332","Power On Tested-Broken LCD","Grade D","8GB","White","Damaged"
"Apple","iPhone 4 8GB A1332","Account Locked Disposal","Grade C - Acceptable Condition","16GB","Black","Damaged"
"Apple","iPhone 4 8GB A1332","Account Locked Disposal","Grade C - Acceptable Condition","8GB","Black","EE Network"
"Apple","iPhone 4 8GB A1332","Working","Grade C - Acceptable Condition","8GB","Black","Unlocked"
"Apple","iPhone 4 8GB A1332","Working","Grade C - Acceptable Condition","8GB","Black","Vodafone"
"Apple","iPhone 4 8GB A1332","Working","Grade C - Acceptable Condition","8GB","White","EE Network"
"Apple","iPhone 4 8GB A1332","Working","Grade C - Acceptable Condition","8GB","Black","Unlocked"
"Apple","iPhone 4 8GB A1332","Working","Grade B - Good Condition","8GB","Black","EE Network"
"Apple","iPhone 4 8GB A1332","Working","Grade B - Good Condition","8GB","Black","O2"
"Apple","iPhone 4 8GB A1332","Non-working","Unknown","8GB","White","Damaged"
"Apple","iPhone 4 8GB A1332","Account Locked Disposal","Grade C - Acceptable Condition","8GB","Black","Damaged"
"Apple","iPhone 4 8GB A1332","Working – Minor Screen Burn","Grade C - Acceptable Condition","8GB","White","Unlocked"
"Apple","iPhone 4 8GB A1332","Working","Grade C - Acceptable Condition","8GB","White","Unlocked"
"Apple","iPhone 4 8GB A1332","Working","Grade C - Acceptable Condition","8GB","White","Unlocked"
"Apple","iPhone 4 8GB A1332","Working – Minor Screen Burn","Grade C - Acceptable Condition","8GB","White","Unlocked"
"Apple","iPhone 4 8GB A1332","Working","Grade B - Good Condition","8GB","Black","Vodafone"
"Apple","iPhone 4 8GB A1332","Working – Minor Screen Burn","Grade A - Very Good Condition","8GB","Black","EE Network"
"Apple","iPhone 4 8GB A1332","Working – Minor Screen Burn","Grade C - Acceptable Condition","8GB","Black","EE Network"
"Apple","iPhone 4 8GB A1332","Working – Minor Screen Burn","Grade B - Good Condition","8GB","Black","EE Network"
"Apple","iPhone 4 8GB A1332","Working – Minor Screen Burn","Grade C - Acceptable Condition","8GB","Black","EE Network"
"Apple","iPhone 4 8GB A1332","Working – Minor Screen Burn","Grade C - Acceptable Condition","8GB","White","EE Network"
"Apple","iPhone 4 8GB A1332","Working","Grade C - Acceptable Condition","8GB","Black","EE Network"
"Apple","iPhone 4 8GB A1332","Working – Minor Screen Burn","Grade C - Acceptable Condition","8GB","Green","Vodafone"
"Apple","iPhone 4 8GB A1332","Working – Major Screen Burn","Grade C - Acceptable Condition","8GB","White","O2"
"Apple","iPhone 4 8GB A1332","Non-working - Need Repair - HardWare","Unknown","8GB","White","Damaged"
"Apple","iPhone 4 8GB A1332","BER-Scrap","Grade D","8GB","Black","Damaged"
"Apple","iPhone 4 8GB A1332","Working","Grade C - Acceptable Condition","8GB","Black","O2"
"Apple","iPhone 4 8GB A1332","Working","Grade C - Acceptable Condition","8GB","Black","EE Network"
"Apple","iPhone 4 8GB A1332","Working","Grade B - Good Condition","8GB","Black","EE Network"
"Apple","iPhone 4 8GB A1332","Working – Minor Screen Burn","Grade C - Acceptable Condition","8GB","Black","EE Network"
"Apple","iPhone 4 8GB A1332","Working – Minor Screen Burn","Grade C - Acceptable Condition","8GB","Black","Vodafone"
"Apple","IPhone 4s 16GB A1387","Brand New","Insurance Grade","16GB","White","UK Unlocked Only"
"Apple","IPhone 4s 16GB A1387","Brand New","Insurance Grade","16GB","White","UK Unlocked Only"
"Apple","IPhone 4s 16GB A1387","Brand New","Insurance Grade","16GB","Black","UK Unlocked Only"
"Apple","IPhone 4s 16GB A1387","Brand New","Insurance Grade","16GB","Black","UK Unlocked Only"
"Apple","IPhone 4s 16GB A1387","Brand New","Insurance Grade","16GB","Black","UK Unlocked Only"
"Apple","IPhone 4s 16GB A1387","Brand New","Insurance Grade","16GB","Black","UK Unlocked Only"
"Apple","IPhone 4s 16GB A1387","Brand New","Insurance Grade","16GB","Black","UK Unlocked Only"
"Apple","IPhone 4s 16GB A1387","Brand New","Insurance Grade","16GB","Black","UK Unlocked Only"
"Apple","IPhone 4s 16GB A1387","Brand New","Insurance Grade","16GB","Black","UK Unlocked Only"
"Apple","IPhone 4s 16GB A1387","Brand New","Insurance Grade","16GB","Black","UK Unlocked Only"
"Apple","IPhone 4s 16GB A1387","Brand New","Insurance Grade","16GB","Black","UK Unlocked Only"
"Apple","IPhone 4s 16GB A1387","Brand New","Insurance Grade","16GB","Black","UK Unlocked Only"
"Apple","IPhone 4s 16GB A1387","Brand New","Insurance Grade","16GB","Black","UK Unlocked Only"
"Apple","IPhone 4s 16GB A1387","Brand New","Insurance Grade","16GB","Black","UK Unlocked Only"
"Apple","IPhone 4s 16GB A1387","Brand New","Insurance Grade","16GB","White","UK Unlocked Only"
"Apple","IPhone 4s 16GB A1387","iOS 7 Locked","Grade A - Very Good Condition","16GB","Black","UK Unlocked Only"
"Apple","IPhone 4s 16GB A1387","Brand New","Insurance Grade","16GB","Black","UK Unlocked Only"
"Apple","IPhone 4s 16GB A1387","Brand New","Insurance Grade","16GB","White","UK Unlocked Only"
"Apple","IPhone 4s 16GB A1387","Brand New","Insurance Grade","16GB","Black","UK Unlocked Only"
"Apple","IPhone 4s 16GB A1387","Brand New","Insurance Grade","16GB","Black","UK Unlocked Only"
"Apple","IPhone 4s 16GB A1387","Brand New","Insurance Grade","16GB","Black","UK Unlocked Only"
"Apple","IPhone 4s 16GB A1387","Brand New","Insurance Grade","16GB","Black","UK Unlocked Only"
"Apple","IPhone 4s 16GB A1387","Brand New","Insurance Grade","16GB","Black","UK Unlocked Only"
"Apple","IPhone 4s 16GB A1387","Brand New","Insurance Grade","16GB","Black","UK Unlocked Only"
"Apple","IPhone 4s 16GB A1387","Brand New","Insurance Grade","16GB","Black","UK Unlocked Only"
"Apple","IPhone 4s 16GB A1387","Brand New","Insurance Grade","16GB","Black","UK Unlocked Only"
"Apple","IPhone 4s 16GB A1387","Brand New","Insurance Grade","16GB","Black","UK Unlocked Only"
"Apple","IPhone 4s 16GB A1387","Brand New","Insurance Grade","16GB","Black","UK Unlocked Only"
"Apple","IPhone 4s 16GB A1387","Brand New","Insurance Grade","16GB","Black","UK Unlocked Only"
"Apple","IPhone 4s 16GB A1387","Brand New","Insurance Grade","16GB","Black","UK Unlocked Only"
"Apple","IPhone 4s 16GB A1387","Brand New","Insurance Grade","16GB","Black","UK Unlocked Only"
"Apple","IPhone 4s 16GB A1387","Brand New","Insurance Grade","16GB","Black","O2"
"Apple","IPhone 4s 16GB A1387","Brand New","Insurance Grade","16GB","Black","O2"
"Apple","IPhone 4s 16GB A1387","Non-working","Unknown","16GB","Black","Unknown"
"Apple","IPhone 4s 16GB A1387","Working","Grade B - Good Condition","16GB","Black","UK Unlocked Only"
"Apple","IPhone 4s 16GB A1387","Working – Minor Screen Burn","Grade B - Good Condition","16GB","White","Unlocked"
"Apple","IPhone 4s 16GB A1387","Brand New","Insurance Grade","16GB","Black","UK Unlocked Only"
"Apple","IPhone 4s 16GB A1387","Brand New","Insurance Grade","16GB","Black","UK Unlocked Only"
"Apple","IPhone 4s 16GB A1387","Brand New","Insurance Grade","16GB","Black","UK Unlocked Only"
"Apple","IPhone 4s 16GB A1387","BER","Grade C - Acceptable Condition","16GB","Black","UK Unlocked Only"
"Apple","IPhone 4s 16GB A1387","Brand New","Insurance Grade","16GB","White","UK Unlocked Only"
"Apple","IPhone 4s 16GB A1387","Working","Grade B B2B","16GB","White","Unlocked"
"Apple","IPhone 4s 16GB A1387","Working","Grade B - Good Condition","16GB","White","Unlocked"
"Apple","IPhone 4s 16GB A1387","Non-working","Unknown","16GB","Black","NOS-Portugal"
"Apple","IPhone 4s 16GB A1387","Non-working","Unknown","16GB","White","NOS-Portugal"
"Apple","IPhone 4s 16GB A1387","Working – Minor Screen Burn","Grade C - Acceptable Condition","16GB","Black","Unlocked"
"Apple","IPhone 4s 16GB A1387","Non-working","Unknown","16GB","Black","Unlocked"
"Apple","IPhone 4s 16GB A1387","Working","Not Graded","16GB","White","NOS-Portugal"
"Apple","IPhone 4s 16GB A1387","Working","Not Graded","16GB","White","NOS-Portugal"
"Apple","IPhone 4s 16GB A1387","Working","Not Graded","16GB","Black","NOS-Portugal"
"Apple","IPhone 4s 16GB A1387","Working","Not Graded","16GB","Black","NOS-Portugal"
"Apple","IPhone 4s 16GB A1387","Working","Not Graded","16GB","Black","NOS-Portugal"
"Apple","IPhone 4s 16GB A1387","Working","Not Graded","16GB","Black","NOS-Portugal"
"Apple","IPhone 4s 16GB A1387","Working","Not Graded","16GB","Black","NOS-Portugal"
"Apple","IPhone 4s 16GB A1387","Working","Not Graded","16GB","White","NOS-Portugal"
"Apple","IPhone 4s 16GB A1387","Working","Not Graded","16GB","White","NOS-Portugal"
"Apple","IPhone 4s 16GB A1387","Working","Not Graded","16GB","Black","NOS-Portugal"
"Apple","IPhone 4s 16GB A1387","Working","Not Graded","16GB","White","NOS-Portugal"
"Apple","IPhone 4s 16GB A1387","Working","Not Graded","16GB","Black","NOS-Portugal"
"Apple","IPhone 4s 16GB A1387","Working","Not Graded","16GB","White","NOS-Portugal"
"Apple","IPhone 4s 16GB A1387","Working","Not Graded","16GB","White","NOS-Portugal"
"Apple","IPhone 4s 16GB A1387","Working","Not Graded","16GB","Black","NOS-Portugal"
"Apple","IPhone 4s 16GB A1387","Working","Not Graded","16GB","White","NOS-Portugal"
"Apple","IPhone 4s 16GB A1387","Working","Not Graded","16GB","White","NOS-Portugal"
"Apple","IPhone 4s 16GB A1387","Working","Not Graded","16GB","Black","NOS-Portugal"
"Apple","IPhone 4s 16GB A1387","Working","Not Graded","16GB","White","NOS-Portugal"
"Apple","IPhone 4s 16GB A1387","Working","Not Graded","16GB","Black","NOS-Portugal"
"Apple","IPhone 4s 16GB A1387","Working","Not Graded","16GB","Black","NOS-Portugal"
"Apple","IPhone 4s 16GB A1387","BER-Scrap","Grade D","16GB","Black","NOS-Portugal"
"Apple","IPhone 4s 16GB A1387","Non-working","Unknown","4GB","Black","NOS-Portugal"
"Apple","IPhone 4s 16GB A1387","Working","Grade C - Acceptable Condition","16GB","Black","NOS-Portugal"
"Apple","IPhone 4s 16GB A1387","Working","Not Graded","16GB","Black","NOS-Portugal"
"Apple","IPhone 4s 16GB A1387","Working","Not Graded","16GB","Black","NOS-Portugal"
"Apple","IPhone 4s 16GB A1387","Working","Grade C - Acceptable Condition","16GB","Black","NOS-Portugal"
"Apple","IPhone 4s 16GB A1387","Non-working","Unknown","16GB","White","NOS-Portugal"
"Apple","IPhone 4s 16GB A1387","Working","Not Graded","16GB","Black","EE Network"
"Apple","IPhone 4s 16GB A1387","Working","Grade C - Acceptable Condition","16GB","Black","NOS-Portugal"
"Apple","IPhone 4s 16GB A1387","BER-Scrap","Grade D","16GB","Black","NOS-Portugal"
"Apple","IPhone 4s 16GB A1387","Working","Grade C - Acceptable Condition","16GB","Black","Vodafone"
"Apple","IPhone 4s 16GB A1387","Working – Minor Screen Burn","Grade C - Acceptable Condition","16GB","White","EE Network"
"Apple","IPhone 4s 16GB A1387","Account Locked Disposal","Grade C - Acceptable Condition","16GB","Black","Damaged"
"Apple","IPhone 4s 16GB A1387","Working","Grade B - Good Condition","16GB","White","O2"
"Apple","IPhone 4s 16GB A1387","Working","Grade C - Acceptable Condition","16GB","White","Unlocked"
"Apple","IPhone 4s 16GB A1387","Working","Grade C - Acceptable Condition","16GB","Black","Unlocked"
"Apple","IPhone 4s 16GB A1387","Account Locked Disposal","Grade D","16GB","White","Damaged"
"Apple","IPhone 4s 16GB A1387","Working – Minor Screen Burn","Grade C - Acceptable Condition","16GB","White","Unlocked"
"Apple","IPhone 4s 16GB A1387","Working – Minor Screen Burn","Grade C - Acceptable Condition","16GB","Black","Unlocked"
"Apple","IPhone 4s 16GB A1387","Working – Minor Screen Burn","Grade C - Acceptable Condition","16GB","Black","EE Network"
"Apple","IPhone 4s 16GB A1387","Working","Grade C - Acceptable Condition","16GB","Black","Vodafone"
"Apple","IPhone 4s 16GB A1387","Working","Grade C - Acceptable Condition","16GB","Black","EE Network"
"Apple","IPhone 4s 32GB A1387","Brand New","Insurance Grade","32GB","Black","Unlocked"
"Apple","IPhone 4s 32GB A1387","Working","Grade B B2B","32GB","White","Unlocked"
"Apple","IPhone 4s 32GB A1387","Working","Grade D","32GB","White","EE Network"
"Apple","IPhone 4s 64GB A1387","Working","Grade B B2B","64GB","White","Unlocked"
"Apple","iPhone 4s 8GB A1387","BER","Not Graded","8GB","Black","Unknown"
"Apple","iPhone 4s 8GB A1387","Brand New","Insurance Grade","8GB","White","Unlocked"
"Apple","iPhone 4s 8GB A1387","Brand New","Insurance Grade","8GB","White","Unlocked"
"Apple","iPhone 4s 8GB A1387","Brand New","Insurance Grade","8GB","White","Unlocked"
"Apple","iPhone 4s 8GB A1387","Brand New","Insurance Grade","8GB","Black","Unlocked"
"Apple","iPhone 4s 8GB A1387","Brand New","Insurance Grade","8GB","Black","Unlocked"
"Apple","iPhone 4s 8GB A1387","Brand New","Insurance Grade","8GB","Black","Unlocked"
"Apple","iPhone 4s 8GB A1387","Working","Grade B - Good Condition","8GB","Black","Unlocked"
"Apple","iPhone 4s 8GB A1387","Brand New","Insurance Grade","8GB","Black","Unlocked"
"Apple","iPhone 4s 8GB A1387","Brand New","Insurance Grade","8GB","Black","Unlocked"
"Apple","iPhone 4s 8GB A1387","Working","Grade A - Very Good Condition","8GB","Black","Unlocked"
"Apple","iPhone 4s 8GB A1387","Working","Grade C - Acceptable Condition","8GB","Black","EE Network"
"Apple","iPhone 4s 8GB A1387","iOS 7 Locked","Grade C - Acceptable Condition","8GB","Black","Orange"
"Apple","iPhone 4s 8GB A1387","iOS 7 Locked","Grade C - Acceptable Condition","8GB","Black","Orange"
"Apple","iPhone 4s 8GB A1387","Working","Grade C - Acceptable Condition","8GB","Black","Orange"
"Apple","iPhone 4s 8GB A1387","Working","Grade C - Acceptable Condition","8GB","Black","EE Network"
"Apple","iPhone 4s 8GB A1387","Brand New","Insurance Grade","8GB","Black","Unlocked"
"Apple","iPhone 4s 8GB A1387","iOS 7 Locked","Grade C - Acceptable Condition","8GB","Black","Unknown"
"Apple","iPhone 4s 8GB A1387","Brand New","Brand New","8GB","White","Unlocked"
"Apple","iPhone 4s 8GB A1387","Brand New","Brand New","8GB","White","Unlocked"
"Apple","iPhone 4s 8GB A1387","Brand New","Brand New","8GB","White","Unlocked"
"Apple","iPhone 4s 8GB A1387","Brand New","Brand New","8GB","White","Unlocked"
"Apple","iPhone 4s 8GB A1387","Brand New","Brand New","8GB","White","Unlocked"
"Apple","iPhone 4s 8GB A1387","Brand New","Brand New","8GB","White","Unlocked"
"Apple","iPhone 4s 8GB A1387","Brand New","Brand New","8GB","White","Unlocked"
"Apple","iPhone 4s 8GB A1387","Brand New","Brand New","8GB","White","Unlocked"
"Apple","iPhone 4s 8GB A1387","Brand New","Brand New","8GB","White","Unlocked"
"Apple","iPhone 4s 8GB A1387","Brand New","Brand New","8GB","White","Unlocked"
"Apple","iPhone 4s 8GB A1387","Brand New","Brand New","8GB","White","Unlocked"
"Apple","iPhone 4s 8GB A1387","Brand New","Brand New","8GB","White","Unlocked"
"Apple","iPhone 4s 8GB A1387","Brand New","Brand New","8GB","White","Unlocked"
"Apple","iPhone 4s 8GB A1387","Brand New","Brand New","8GB","White","Unlocked"
"Apple","iPhone 4s 8GB A1387","Brand New","Brand New","8GB","White","Unlocked"
"Apple","iPhone 4s 8GB A1387","Brand New","Brand New","8GB","White","Unlocked"
"Apple","iPhone 4s 8GB A1387","Brand New","Brand New","8GB","White","Unlocked"
"Apple","iPhone 4s 8GB A1387","Brand New","Brand New","8GB","White","Unlocked"
"Apple","iPhone 4s 8GB A1387","Account Locked Disposal","Grade B - Good Condition","8GB","Black","EE Network"
"Apple","iPhone 4s 8GB A1387","iOS 7 Locked","Grade C - Acceptable Condition","8GB","Black","EE Network"
"Apple","iPhone 4s 8GB A1387","Working","Grade C - Acceptable Condition","8GB","Black","EE Network"
"Apple","iPhone 4s 8GB A1387","Working","Grade C - Acceptable Condition","8GB","White","EE Network"
"Apple","iPhone 4s 8GB A1387","Working","Grade C - Acceptable Condition","8GB","Black","EE Network"
"Apple","iPhone 4s 8GB A1387","Working","Grade C - Acceptable Condition","8GB","Black","EE Network"
"Apple","iPhone 4s 8GB A1387","Working","Grade C - Acceptable Condition","8GB","Black","EE Network"
"Apple","iPhone 4s 8GB A1387","Brand New","Insurance Grade","8GB","Black","Unlocked"
"Apple","iPhone 4s 8GB A1387","Brand New","Insurance Grade","8GB","White","Unlocked"
"Apple","iPhone 4s 8GB A1387","Brand New","Insurance Grade","16GB","White","Unlocked"
"Apple","iPhone 4s 8GB A1387","Working","Grade A - Very Good Condition","8GB","Black","Unlocked"
"Apple","iPhone 4s 8GB A1387","Brand New","Insurance Grade","8GB","White","Unlocked"
"Apple","iPhone 4s 8GB A1387","Brand New","Insurance Grade","8GB","White","Unlocked"
"Apple","iPhone 4s 8GB A1387","Working","Grade C - Acceptable Condition","8GB","Black","NOS-Portugal"
"Apple","iPhone 4s 8GB A1387","Working","Grade C - Acceptable Condition","8GB","Black","EE Network"
"Apple","iPhone 4s 8GB A1387","Working","Grade C - Acceptable Condition","8GB","Black","EE Network"
"Apple","iPhone 4s 8GB A1387","Working","Grade C - Acceptable Condition","8GB","Black","EE Network"
"Apple","iPhone 4s 8GB A1387","Working","Grade C - Acceptable Condition","8GB","Black","EE Network"
"Apple","iPhone 4s 8GB A1387","Working","Grade B - Good Condition","8GB","White","Vodafone"
"Apple","iPhone 4s 8GB A1387","Working","Grade B - Good Condition","8GB","Black","Vodafone"
"Apple","iPhone 4s 8GB A1387","Working - Minor Issue","Grade C - Acceptable Condition","8GB","Black","Unlocked"
"Apple","iPhone 4s 8GB A1387","Use For Parts","Grade D","8GB","White","Damaged"
"Apple","iPhone 4s 8GB A1387","Power On Tested-Broken LCD","Grade D","8GB","Black","Damaged"
"Apple","iPhone 4s 8GB A1387","Power On Tested-Broken LCD","Grade D","8GB","Black","Damaged"
"Apple","iPhone 4s 8GB A1387","Power On Tested-Broken LCD","Grade D","8GB","White","Damaged"
"Apple","iPhone 4s 8GB A1387","IOS Locked and Blacklisted","Grade D","8GB","White","O2"
"Apple","iPhone 4s 8GB A1387","Power On Tested-Broken LCD","Grade D","8GB","Black","Damaged"
"Apple","iPhone 4s 8GB A1387","Account Locked Disposal","Grade C - Acceptable Condition","8GB","Black","EE Network"
"Apple","iPhone 4s 8GB A1387","Working – Minor Screen Burn","Grade C - Acceptable Condition","16GB","Black","Unlocked"
"Apple","iPhone 4s 8GB A1387","Power On Tested-Broken LCD","Not Graded","8GB","Black","Damaged"
"Apple","iPhone 4s 8GB A1387","Power On Tested-Broken LCD","Grade D","8GB","Black","Damaged"
"Apple","iPhone 4s 8GB A1387","Blacklisted Disposal","Grade C - Acceptable Condition","8GB","White","EE Network"
"Apple","iPhone 4s 8GB A1387","Account Locked Disposal","Grade C - Acceptable Condition","8GB","Black","Damaged"
"Apple","iPhone 4s 8GB A1387","Account Locked Disposal","Grade D","8GB","White","Unlocked"
"Apple","iPhone 4s 8GB A1387","BER-Scrap","Grade D","8GB","Black","Damaged"
"Apple","iPhone 4s 8GB A1387","Non-working - Need Repair - HardWare","Grade C - Acceptable Condition","8GB","White","EE Network"
"Apple","iPhone 4s 8GB A1387","Working","Grade B - Good Condition","8GB","White","Vodafone"
"Apple","iPhone 4s 8GB A1387","Working","Grade C - Acceptable Condition","8GB","Black","EE Network"
"Apple","iPhone 4s 8GB A1387","Working","Grade C - Acceptable Condition","8GB","Black","EE Network"
"Apple","iPhone 4s 8GB A1387","Working","Grade C - Acceptable Condition","8GB","Black","Unlocked"
"Apple","iPhone 4s 8GB A1387","Working","Grade C - Acceptable Condition","8GB","White","Unlocked"
"Apple","iPhone 4s 8GB A1387","Working – Minor Screen Burn","Grade C - Acceptable Condition","8GB","Black","Unlocked"
"Apple","iPhone 4s 8GB A1387","Working","Grade C - Acceptable Condition","8GB","Black","Unlocked"
"Apple","iPhone 4s 8GB A1387","Blacklisted Disposal","Grade C - Acceptable Condition","8GB","Black","Damaged"
"Apple","iPhone 4s 8GB A1387","BER-Scrap","Grade D","8GB","Black","Unlocked"
"Apple","iPhone 5 16GB A1429","Brand New","Insurance Grade","16GB","Black","UK Unlocked Only"
"Apple","iPhone 5 16GB A1429","Brand New","Insurance Grade","16GB","Black","UK Unlocked Only"
"Apple","iPhone 5 16GB A1429","Brand New","Insurance Grade","16GB","Black","UK Unlocked Only"
"Apple","iPhone 5 16GB A1429","Brand New","Insurance Grade","16GB","Black","UK Unlocked Only"
"Apple","iPhone 5 16GB A1429","Brand New","Insurance Grade","16GB","Black","UK Unlocked Only"
"Apple","iPhone 5 16GB A1429","Brand New","Insurance Grade","16GB","Black","UK Unlocked Only"
"Apple","iPhone 5 16GB A1429","Brand New","Insurance Grade","16GB","Black","UK Unlocked Only"
